model,module,metric,from_checkpoint,to_checkpoint,from_step,to_step,value_before,value_after,delta,relative_delta,transition_score
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.1,step16000,step64000,16000,64000,47.083333333333336,47.833333333333336,0.75,0.01592920353982301,0.015803665173125106
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.1,step64000,step143000,64000,143000,47.833333333333336,55.333333333333336,7.5,0.156794425087108,0.1456527531568646
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step0,step128,0,128,0.0,0.08333333333333333,0.08333333333333333,,25.146114466152547
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step128,step512,128,512,0.08333333333333333,1.5833333333333333,1.5,18.0,2.944438979155072
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step512,step1000,512,1000,1.5833333333333333,21.583333333333332,20.0,12.631578947368421,2.612389082532512
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step1000,step2000,1000,2000,21.583333333333332,44.916666666666664,23.333333333333332,1.0810810810810811,0.7328875092094356
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step2000,step3000,2000,3000,44.916666666666664,36.5,-8.416666666666664,-0.18738404452690163,0.2074966605325459
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step3000,step8000,3000,8000,36.5,31.5,-5.0,-0.136986301369863,0.14732471475685419
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step8000,step16000,8000,16000,31.5,31.5,0.0,0.0,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step16000,step64000,16000,64000,31.5,31.25,-0.25,-0.007936507936507936,0.007968169649176621
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,mp_outliers_x1.25,step64000,step143000,64000,143000,31.25,36.583333333333336,5.333333333333336,0.17066666666666674,0.15757338710475605
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step0,step128,0,128,343.520932807675,321.6176269648799,-21.903305842795135,-0.06376119691971728,0.06588470354902172
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step128,step512,128,512,321.6176269648799,241.70600960199957,-79.91161736288032,-0.2484677787004707,0.28564119472751126
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step512,step1000,512,1000,241.70600960199957,112.22495687404722,-129.48105272795235,-0.5356964559596998,0.7672167509026826
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step1000,step2000,1000,2000,112.22495687404722,96.64461496251913,-15.580341911528095,-0.1388313468368207,0.14946491317531313
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step2000,step3000,2000,3000,96.64461496251913,100.78026316572634,4.135648203207211,0.04279232945168342,0.04190204732679883
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step3000,step8000,3000,8000,100.78026316572634,92.58690392062385,-8.193359245102485,-0.08129924439301234,0.08479482923091879
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step8000,step16000,8000,16000,92.58690392062385,82.68771994559442,-9.89918397502943,-0.10691775570674822,0.11307660347385518
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step16000,step64000,16000,64000,82.68771994559442,74.57667150001596,-8.111048445578461,-0.0980925396288015,0.1032433580061233
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,stable_rank,step64000,step143000,64000,143000,74.57667150001596,57.432957165607945,-17.143714334408017,-0.22988039006815084,0.2612094386242049
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step128,step512,128,512,0.8347488443056742,0.5075999697049459,-0.3271488746007283,-0.3919129410389823,0.4924000302950541
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step512,step1000,512,1000,0.5075999697049459,0.6302498877048492,0.12264991799990332,0.24162711843973592,0.36975011229515076
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step1000,step2000,1000,2000,0.6302498877048492,0.6781011124451956,0.04785122474034631,0.07592420986317636,0.32189888755480445
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step2000,step3000,2000,3000,0.6781011124451956,0.8663011342287064,0.1882000217835108,0.27753976262459124,0.13369886577129364
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step3000,step8000,3000,8000,0.8663011342287064,0.7662385801474253,-0.10006255408128106,-0.11550550972136234,0.2337614198525747
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step8000,step16000,8000,16000,0.7662385801474253,0.9057849943637848,0.1395464142163595,0.18211875234670458,0.09421500563621521
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step16000,step64000,16000,64000,0.9057849943637848,0.7720171809196472,-0.13376781344413757,-0.14768163998796963,0.22798281908035278
EleutherAI/pythia-160m-deduped,mlp.dense_4h_to_h,subspace_stability_topk,step64000,step143000,64000,143000,0.7720171809196472,0.7465556561946869,-0.025461524724960327,-0.0329805156598068,0.2534443438053131
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step0,step128,0,128,5.677174970879817,5.674951651432767,-0.0022233194470500095,-0.0003916242600332347,0.0003917009648406269
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step128,step512,128,512,5.674951651432767,5.645336734596667,-0.029614916836099958,-0.005218532007867065,0.005232196104439071
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step512,step1000,512,1000,5.645336734596667,4.717197857122959,-0.9281388774737085,-0.16440806299219274,0.17961489869066116
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step1000,step2000,1000,2000,4.717197857122959,2.9927029500637503,-1.7244949070592086,-0.36557612364196784,0.4550379732440742
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step2000,step3000,2000,3000,2.9927029500637503,2.6355023440360594,-0.3572006060276909,-0.11935718712747011,0.12710316899926544
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step3000,step8000,3000,8000,2.6355023440360594,2.384189045607144,-0.2513132984289155,-0.09535688670420585,0.100214763007959
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step8000,step16000,8000,16000,2.384189045607144,2.3842738345640755,8.478895693153632e-05,3.556301757520426e-05,3.556238522611787e-05
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step16000,step64000,16000,64000,2.3842738345640755,2.532597855004191,0.1483240204401155,0.062209305948800156,0.0603509899815049
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,alpha_tail_frac_0.3,step64000,step143000,64000,143000,2.532597855004191,2.509706004176326,-0.022891850827865046,-0.009038881077243573,0.00907997960673401
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step0,step128,0,128,742.0342612549643,742.0304519196716,-0.0038093352927717206,-5.1336380160252815e-06,5.1336511931841415e-06
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step128,step512,128,512,742.0304519196716,741.9517422407147,-0.07870967895689773,-0.0001060733811574332,0.00010607900733638042
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step512,step1000,512,1000,741.9517422407147,740.3294794585007,-1.6222627822139657,-0.00218648018443179,0.0021888740222527556
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step1000,step2000,1000,2000,740.3294794585007,730.0726663278025,-10.25681313069822,-0.013854389721452618,0.01395125751550021
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step2000,step3000,2000,3000,730.0726663278025,722.6474501446497,-7.42521618315277,-0.01017051661514862,0.010222589693542915
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step3000,step8000,3000,8000,722.6474501446497,710.8628881370836,-11.784562007566137,-0.016307484382885824,0.016441914892171356
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step8000,step16000,8000,16000,710.8628881370836,708.6244827653619,-2.238405371721683,-0.0031488567051062965,0.003153824786306124
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step16000,step64000,16000,64000,708.6244827653619,708.3378434457022,-0.2866393196596846,-0.0004045010109460132,0.00040458284354827584
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,effective_rank,step64000,step143000,64000,143000,708.3378434457022,707.9726756549767,-0.3651677907255362,-0.0005155277161942685,0.0005156606462953771
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step0,step128,0,128,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step128,step512,128,512,0.08333333333333333,0.75,0.6666666666666666,8.0,2.1972245773255525
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step512,step1000,512,1000,0.75,10.166666666666666,9.416666666666666,12.555555555555555,2.606796467395802
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step1000,step2000,1000,2000,10.166666666666666,46.75,36.583333333333336,3.5983606557377055,1.5256998607893628
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step2000,step3000,2000,3000,46.75,68.25,21.5,0.45989304812834225,0.3783631783303663
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step3000,step8000,3000,8000,68.25,90.25,22.0,0.32234432234432236,0.2794061631479176
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step8000,step16000,8000,16000,90.25,88.33333333333333,-1.9166666666666714,-0.021237303785780294,0.021466059894877577
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step16000,step64000,16000,64000,88.33333333333333,82.0,-6.333333333333329,-0.07169811320754713,0.07439829005385842
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1,step64000,step143000,64000,143000,82.0,82.91666666666667,0.9166666666666714,0.011178861788617944,0.011116840106339173
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step0,step128,0,128,0.0,0.0,0.0,,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step128,step512,128,512,0.0,0.0,0.0,,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step512,step1000,512,1000,0.0,4.25,4.25,,29.07794009886511
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step1000,step2000,1000,2000,4.25,32.666666666666664,28.416666666666664,6.686274509803921,2.039436207065932
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step2000,step3000,2000,3000,32.666666666666664,51.583333333333336,18.91666666666667,0.5790816326530615,0.45684343289412244
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step3000,step8000,3000,8000,51.583333333333336,72.58333333333333,20.999999999999993,0.40710823909531485,0.34153670416790094
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step8000,step16000,8000,16000,72.58333333333333,70.75,-1.8333333333333286,-0.02525832376578639,0.02558279054115509
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step16000,step64000,16000,64000,70.75,64.16666666666667,-6.583333333333329,-0.09305064782096578,0.09766867146361631
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.1,step64000,step143000,64000,143000,64.16666666666667,65.08333333333333,0.9166666666666572,0.014285714285714138,0.014184634991956163
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step0,step128,0,128,0.0,0.0,0.0,,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step128,step512,128,512,0.0,0.0,0.0,,0.0
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step512,step1000,512,1000,0.0,1.3333333333333333,1.3333333333333333,,27.91870318838108
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step1000,step2000,1000,2000,1.3333333333333333,21.083333333333332,19.75,14.8125,2.760800766487036
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step2000,step3000,2000,3000,21.083333333333332,34.5,13.416666666666668,0.6363636363636365,0.4924764850977759
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step3000,step8000,3000,8000,34.5,53.083333333333336,18.583333333333336,0.5386473429951691,0.43090368174683885
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step8000,step16000,8000,16000,53.083333333333336,51.75,-1.3333333333333357,-0.025117739403453732,0.02543857363868418
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step16000,step64000,16000,64000,51.75,45.666666666666664,-6.083333333333336,-0.11755233494363934,0.12505579498546068
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,mp_outliers_x1.25,step64000,step143000,64000,143000,45.666666666666664,45.916666666666664,0.25,0.005474452554744526,0.005459522204898753
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step0,step128,0,128,343.5916167635887,343.39317487072316,-0.19844189286556002,-0.0005775516141364407,0.0005777184613149114
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step128,step512,128,512,343.39317487072316,340.2576111246421,-3.1355637460810613,-0.009131118424999283,0.00917306261365452
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step512,step1000,512,1000,340.2576111246421,124.91399383503868,-215.3436172896034,-0.6328840568116474,1.0020775593261004
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step1000,step2000,1000,2000,124.91399383503868,41.882291116786966,-83.03170271825172,-0.6647109756806217,1.0927623599574898
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step2000,step3000,2000,3000,41.882291116786966,34.35133827539095,-7.530952841396015,-0.17981234169821983,0.1982221133188263
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step3000,step8000,3000,8000,34.35133827539095,33.231441700458454,-1.119896574932497,-0.03260125023236089,0.03314451095749633
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step8000,step16000,8000,16000,33.231441700458454,36.75321773021091,3.521776029752459,0.10597722667277097,0.10072931217636832
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step16000,step64000,16000,64000,36.75321773021091,43.179121428982434,6.425903698771521,0.174839213968726,0.16113129905723164
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,stable_rank,step64000,step143000,64000,143000,43.179121428982434,46.56699074201316,3.387869313030727,0.07846082089935116,0.07553485878744925
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step128,step512,128,512,0.9927013913790385,0.8873359064261118,-0.10536548495292664,-0.10614016044296591,0.11266409357388818
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step512,step1000,512,1000,0.8873359064261118,0.5571050345897675,-0.33023087183634436,-0.3721599333970405,0.44289496541023254
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step1000,step2000,1000,2000,0.5571050345897675,0.6916123777627945,0.13450734317302704,0.241439827001516,0.3083876222372055
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step2000,step3000,2000,3000,0.6916123777627945,0.9170451511939367,0.2254327734311422,0.32595248535077537,0.0829548488060633
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step3000,step8000,3000,8000,0.9170451511939367,0.848989779750506,-0.06805537144343066,-0.074211582008614,0.15101022024949395
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step8000,step16000,8000,16000,0.848989779750506,0.9214199682076772,0.0724301884571712,0.08531338089659497,0.07858003179232276
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step16000,step64000,16000,64000,0.9214199682076772,0.8163321018218994,-0.10508786638577783,-0.11404991210489185,0.18366789817810059
EleutherAI/pythia-160m-deduped,mlp.dense_h_to_4h,subspace_stability_topk,step64000,step143000,64000,143000,0.8163321018218994,0.8635008782148361,0.04716877639293671,0.057781356739083134,0.13649912178516388
